# requested, measured, raw_data

1,2,0.7626142501831055,1
1,3,3.4500226974487305,1
1,2,0.532677173614502,1
1,1,0.2503035068511963,1
1,2,1.3341784477233887,1
1,1,0.202978253364563,1
1,1,0.2593271732330322,1
1,2,0.6455737352371216,1
1,1,0.2718682289123535,1
1,2,0.5549666881561279,1
1,1,0.19555425643920898,1
2,3,3.3467631340026855,1
2,3,1.579941987991333,1
2,3,2.4140803813934326,1
2,3,3.6678977012634277,1
3,3,5.954411029815674,1
3,3,3.866217613220215,1
3,3,2.6274614334106445,1
3,3,2.6498219966888428,1
1,3,2.907301664352417,1
1,2,1.1833772659301758,1
1,2,0.6008384227752686,1
2,3,3.4423155784606934,1
2,2,1.3082010746002197,1
2,1,0.325278639793396,1
3,2,0.9614619016647339,1
1,1,0.12341642379760742,1
1,1,0.12866473197937012,1
1,1,0.13008248805999756,1
2,1,0.12363755702972412,1
2,1,0.35349345207214355,1
2,2,0.9465018510818481,1
2,1,0.13593924045562744,1
2,1,0.17740166187286377,1
2,1,0.4286191463470459,1
2,1,0.13806939125061035,1
2,1,0.32050490379333496,1
2,1,0.2918581962585449,1
2,1,0.2308725118637085,1
2,2,0.5574169158935547,1
2,2,1.2585740089416504,1
1,2,0.5065664052963257,1
1,2,0.7230530977249146,1
2,3,1.9679601192474365,1
2,1,0.22195500135421753,1
2,1,0.4715272784233093,1
2,1,0.243416428565979,1
2,2,0.489377498626709,1
2,1,0.286205530166626,1
2,1,0.18515968322753906,1
2,2,0.48098576068878174,1
2,1,0.1387619972229004,1
2,1,0.16014564037322998,1
2,1,0.24063539505004883,1
2,1,0.24345463514328003,1
2,1,0.14219748973846436,1
